antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'rolls/buns'}),frozenset({'beef'}),0.11000467820624206,0.03395041101383412,0.001603956425850431,0.014580801944106925,0.4294735029324251,-0.0021307476126960477,0.9803437875901535
frozenset({'beef'}),frozenset({'rolls/buns'}),0.03395041101383412,0.11000467820624206,0.001603956425850431,0.047244094488188976,0.4294735029324251,-0.0021307476126960477,0.9341273212215476
frozenset({'root vegetables'}),frozenset({'beef'}),0.06957160997126245,0.03395041101383412,0.001670787943594199,0.024015369836695485,0.7073661001308554,-0.0006911968098243214,0.9898204942269673
frozenset({'beef'}),frozenset({'root vegetables'}),0.03395041101383412,0.06957160997126245,0.001670787943594199,0.04921259842519685,0.7073661001308554,-0.0006911968098243214,0.978587209388403
frozenset({'shopping bags'}),frozenset({'beef'}),0.04758404063356279,0.03395041101383412,0.0012697988371315912,0.026685393258426966,0.7860109041847297,-0.0003456989000768492,0.9925357970536077
frozenset({'beef'}),frozenset({'shopping bags'}),0.03395041101383412,0.04758404063356279,0.0012697988371315912,0.03740157480314961,0.7860109041847299,-0.0003456989000768492,0.9894218964379348
frozenset({'beef'}),frozenset({'soda'}),0.03395041101383412,0.09710619528169484,0.001804450979081735,0.0531496062992126,0.5473348651446099,-0.0014923442627214445,0.9535759933407464
frozenset({'soda'}),frozenset({'beef'}),0.09710619528169484,0.03395041101383412,0.001804450979081735,0.01858224363386098,0.5473348651446099,-0.0014923442627214445,0.984340850488709
frozenset({'tropical fruit'}),frozenset({'beef'}),0.0677671589921807,0.03395041101383412,0.0011361358016440553,0.01676528599605523,0.49381687865939844,-0.0011645870993803246,0.9825218487783071
frozenset({'beef'}),frozenset({'tropical fruit'}),0.03395041101383412,0.0677671589921807,0.0011361358016440553,0.03346456692913386,0.49381687865939844,-0.0011645870993803246,0.9645097418166441
frozenset({'beef'}),frozenset({'whipped/sour cream'}),0.03395041101383412,0.043707812604424245,0.001403461872619127,0.04133858267716536,0.9457939030556961,-8.043632981671574e-05,0.9975286061539066
frozenset({'whipped/sour cream'}),frozenset({'beef'}),0.043707812604424245,0.03395041101383412,0.001403461872619127,0.03211009174311927,0.9457939030556961,-8.043632981671574e-05,0.9980986274833373
frozenset({'beef'}),frozenset({'whole milk'}),0.03395041101383412,0.15792287642852368,0.004678206242063757,0.1377952755905512,0.8725479088706803,-0.0006833403211715583,0.9766556593020775
frozenset({'whole milk'}),frozenset({'beef'}),0.15792287642852368,0.03395041101383412,0.004678206242063757,0.029623360135421075,0.8725479088706802,-0.0006833403211715583,0.9955408542408679
frozenset({'yogurt'}),frozenset({'beef'}),0.08587850030074183,0.03395041101383412,0.002205440085544343,0.025680933852140077,0.7564248291920709,-0.0007101702969175196,0.991512557385961
frozenset({'beef'}),frozenset({'yogurt'}),0.03395041101383412,0.08587850030074183,0.002205440085544343,0.06496062992125985,0.756424829192071,-0.0007101702969175196,0.9776288880994172
frozenset({'bottled water'}),frozenset({'berries'}),0.06068301811134131,0.021787074784468355,0.0010693042839002875,0.01762114537444934,0.8087889516499555,-0.0002528011698387533,0.9957593453987699
frozenset({'berries'}),frozenset({'bottled water'}),0.021787074784468355,0.06068301811134131,0.0010693042839002875,0.049079754601227,0.8087889516499556,-0.0002528011698387533,0.9877978583732346
frozenset({'other vegetables'}),frozenset({'berries'}),0.12210118291786407,0.021787074784468355,0.0026732607097507185,0.021893814997263273,1.0048992447977005,1.3033106247164247e-05,1.000109129473294
frozenset({'berries'}),frozenset({'other vegetables'}),0.021787074784468355,0.12210118291786407,0.0026732607097507185,0.12269938650306748,1.0048992447977005,1.3033106247164247e-05,1.0006818684222947
frozenset({'pastry'}),frozenset({'berries'}),0.0517275947336764,0.021787074784468355,0.0010693042839002875,0.020671834625323002,0.9488118450880616,-5.768869098299171e-05,0.9988612191514794
frozenset({'berries'}),frozenset({'pastry'}),0.021787074784468355,0.0517275947336764,0.0010693042839002875,0.049079754601227,0.9488118450880616,-5.768869098299171e-05,0.9972154971510372
frozenset({'berries'}),frozenset({'pip fruit'}),0.021787074784468355,0.049054334023925686,0.0011361358016440553,0.05214723926380368,1.063050600959529,6.738535776249594e-05,1.0032630650750818
frozenset({'pip fruit'}),frozenset({'berries'}),0.049054334023925686,0.021787074784468355,0.0011361358016440553,0.02316076294277929,1.0630506009595293,6.738535776249594e-05,1.0014062581704326
frozenset({'berries'}),frozenset({'rolls/buns'}),0.021787074784468355,0.11000467820624206,0.001670787943594199,0.07668711656441718,0.6971259569583076,-0.0007258922071265727,0.9639151990191531
frozenset({'rolls/buns'}),frozenset({'berries'}),0.11000467820624206,0.021787074784468355,0.001670787943594199,0.015188335358444716,0.6971259569583076,-0.0007258922071265727,0.9932994909961537
frozenset({'berries'}),frozenset({'root vegetables'}),0.021787074784468355,0.06957160997126245,0.0010693042839002875,0.049079754601227,0.7054566456274347,-0.00044645758541947194,0.9784505004818338
frozenset({'root vegetables'}),frozenset({'berries'}),0.06957160997126245,0.021787074784468355,0.0010693042839002875,0.015369836695485112,0.7054566456274347,-0.00044645758541947194,0.9934825903896277
frozenset({'berries'}),frozenset({'soda'}),0.021787074784468355,0.09710619528169484,0.0014702933903628951,0.06748466257668712,0.6949573338850443,-0.0006453665482745784,0.9682348037439721
frozenset({'soda'}),frozenset({'berries'}),0.09710619528169484,0.021787074784468355,0.0014702933903628951,0.015141087405368205,0.6949573338850443,-0.0006453665482745784,0.993251838111927
frozenset({'tropical fruit'}),frozenset({'berries'}),0.0677671589921807,0.021787074784468355,0.0012697988371315912,0.018737672583826432,0.860036180588328,-0.00020664932376200694,0.996892368008592
frozenset({'berries'}),frozenset({'tropical fruit'}),0.021787074784468355,0.0677671589921807,0.0012697988371315912,0.05828220858895705,0.8600361805883279,-0.00020664932376200694,0.9899280331223098
frozenset({'berries'}),frozenset({'whole milk'}),0.021787074784468355,0.15792287642852368,0.0022722716032881106,0.10429447852760736,0.660414000088273,-0.0011684059156384895,0.9401271996037714
frozenset({'whole milk'}),frozenset({'berries'}),0.15792287642852368,0.021787074784468355,0.0022722716032881106,0.014388489208633094,0.660414000088273,-0.0011684059156384895,0.9924934058756124
frozenset({'berries'}),frozenset({'yogurt'}),0.021787074784468355,0.08587850030074183,0.001403461872619127,0.06441717791411043,0.7500966794776921,-0.0004675794358111234,0.9770610127933054
frozenset({'yogurt'}),frozenset({'berries'}),0.08587850030074183,0.021787074784468355,0.001403461872619127,0.016342412451361865,0.750096679477692,-0.0004675794358111234,0.9944648804604098
frozenset({'beverages'}),frozenset({'bottled water'}),0.016574216400454454,0.06068301811134131,0.0010693042839002875,0.06451612903225808,1.0631661219269577,6.353080989021979e-05,1.0040974633982214
frozenset({'bottled water'}),frozenset({'beverages'}),0.06068301811134131,0.016574216400454454,0.0010693042839002875,0.01762114537444934,1.0631661219269577,6.353080989021979e-05,1.0010657079690441
frozenset({'beverages'}),frozenset({'other vegetables'}),0.016574216400454454,0.12210118291786407,0.0017376194613379669,0.10483870967741936,0.8586215724702932,-0.0002861119670941848,0.980715795659323
frozenset({'other vegetables'}),frozenset({'beverages'}),0.12210118291786407,0.016574216400454454,0.0017376194613379669,0.014230979748221127,0.8586215724702932,-0.0002861119670941848,0.9976229353894335
frozenset({'beverages'}),frozenset({'rolls/buns'}),0.016574216400454454,0.11000467820624206,0.0012029673193878234,0.07258064516129033,0.659795986359895,-0.0006202740222647884,0.9596471295863129
frozenset({'rolls/buns'}),frozenset({'beverages'}),0.11000467820624206,0.016574216400454454,0.0012029673193878234,0.010935601458080195,0.659795986359895,-0.0006202740222647884,0.9942990416491719
frozenset({'beverages'}),frozenset({'sausage'}),0.016574216400454454,0.06034886052262247,0.0015371249081066632,0.09274193548387098,1.5367636551995143,0.0005368898342838755,1.0357043670683983
frozenset({'sausage'}),frozenset({'beverages'}),0.06034886052262247,0.016574216400454454,0.0015371249081066632,0.02547065337763012,1.536763655199514,0.0005368898342838755,1.0091289574890792
frozenset({'beverages'}),frozenset({'soda'}),0.016574216400454454,0.09710619528169484,0.001871282496825503,0.11290322580645162,1.1626778855760054,0.00026182340240190347,1.0178075616824531
frozenset({'soda'}),frozenset({'beverages'}),0.09710619528169484,0.016574216400454454,0.001871282496825503,0.019270474879559536,1.1626778855760054,0.00026182340240190347,1.0027492375930807
frozenset({'beverages'}),frozenset({'whole milk'}),0.016574216400454454,0.15792287642852368,0.0019381140145692708,0.11693548387096775,0.7404594351084598,-0.0006793339139393084,0.9535850531768316
frozenset({'whole milk'}),frozenset({'beverages'}),0.15792287642852368,0.016574216400454454,0.0019381140145692708,0.012272534913245875,0.7404594351084598,-0.0006793339139393084,0.9956448700281603
frozenset({'bottled water'}),frozenset({'bottled beer'}),0.06068301811134131,0.04531176903027468,0.0025395976742631824,0.04185022026431718,0.9236059672787285,-0.00021005722645789024,0.9963872571500122
frozenset({'bottled beer'}),frozenset({'bottled water'}),0.04531176903027468,0.06068301811134131,0.0025395976742631824,0.056047197640117986,0.9236059672787285,-0.00021005722645789024,0.9950889276882977
frozenset({'brown bread'}),frozenset({'bottled beer'}),0.03762614448974136,0.04531176903027468,0.0015371249081066632,0.04085257548845471,0.9015886239435807,-0.0001677822605122396,0.9953508778443617
frozenset({'bottled beer'}),frozenset({'brown bread'}),0.04531176903027468,0.03762614448974136,0.0015371249081066632,0.03392330383480826,0.9015886239435809,-0.0001677822605122396,0.9961671359327563
frozenset({'bottled beer'}),frozenset({'butter'}),0.04531176903027468,0.03522020985096572,0.001670787943594199,0.03687315634218289,1.046931761571314,7.489792962943548e-05,1.0017162292818458
frozenset({'butter'}),frozenset({'bottled beer'}),0.03522020985096572,0.04531176903027468,0.001670787943594199,0.04743833017077799,1.0469317615713143,7.489792962943548e-05,1.0022324655797714
frozenset({'bottled beer'}),frozenset({'canned beer'}),0.04531176903027468,0.04691572545612511,0.001871282496825503,0.04129793510324484,0.8802578389599038,-0.000254552018930216,0.9941402125242265
frozenset({'canned beer'}),frozenset({'bottled beer'}),0.04691572545612511,0.04531176903027468,0.001871282496825503,0.039886039886039885,0.8802578389599038,-0.000254552018930216,0.9943488696450254
frozenset({'bottled beer'}),frozenset({'chicken'}),0.04531176903027468,0.027868742899151238,0.0010024727661565194,0.022123893805309734,0.7938604868317736,-0.00026030927525392904,0.9941251769447594
frozenset({'chicken'}),frozenset({'bottled beer'}),0.027868742899151238,0.04531176903027468,0.0010024727661565194,0.03597122302158274,0.7938604868317736,-0.00026030927525392904,0.9903109261551628
frozenset({'bottled beer'}),frozenset({'chocolate'}),0.04531176903027468,0.02359152576355009,0.0010024727661565194,0.022123893805309734,0.9377898668805936,-6.650100031323669e-05,0.9984991636988131
frozenset({'chocolate'}),frozenset({'bottled beer'}),0.02359152576355009,0.04531176903027468,0.0010024727661565194,0.042492917847025496,0.9377898668805936,-6.650100031323669e-05,0.9970560518707486
frozenset({'bottled beer'}),frozenset({'citrus fruit'}),0.04531176903027468,0.05313105660629553,0.001670787943594199,0.03687315634218289,0.6940038218214876,-0.0007366742216847139,0.9831196686384864
frozenset({'citrus fruit'}),frozenset({'bottled beer'}),0.05313105660629553,0.04531176903027468,0.001670787943594199,0.031446540880503145,0.6940038218214875,-0.0007366742216847139,0.985684602105106
frozenset({'bottled beer'}),frozenset({'curd'}),0.04531176903027468,0.03368308494285905,0.0011361358016440553,0.025073746312684365,0.7444017184061432,-0.0003901043635138968,0.9911692411629978
frozenset({'curd'}),frozenset({'bottled beer'}),0.03368308494285905,0.04531176903027468,0.0011361358016440553,0.033730158730158735,0.7444017184061432,-0.0003901043635138968,0.9880141035087096
frozenset({'bottled beer'}),frozenset({'domestic eggs'}),0.04531176903027468,0.037091492347791216,0.001670787943594199,0.03687315634218289,0.9941135826091578,-9.893190657117232e-06,0.9997733050355246
frozenset({'domestic eggs'}),frozenset({'bottled beer'}),0.037091492347791216,0.04531176903027468,0.001670787943594199,0.04504504504504505,0.9941135826091578,-9.893190657117232e-06,0.9997206946947124
frozenset({'bottled beer'}),frozenset({'frankfurter'}),0.04531176903027468,0.037759807525228894,0.001670787943594199,0.03687315634218289,0.9765186519435091,-4.0175733616600344e-05,0.9990794035189814
frozenset({'frankfurter'}),frozenset({'bottled beer'}),0.037759807525228894,0.04531176903027468,0.001670787943594199,0.044247787610619475,0.9765186519435091,-4.0175733616600344e-05,0.9988867601812866
frozenset({'frozen vegetables'}),frozenset({'bottled beer'}),0.028002405934638777,0.04531176903027468,0.001403461872619127,0.05011933174224343,1.1060996472849387,0.00013462332261678176,1.0050612280811932
frozenset({'bottled beer'}),frozenset({'frozen vegetables'}),0.04531176903027468,0.028002405934638777,0.001403461872619127,0.030973451327433624,1.1060996472849387,0.00013462332261678176,1.0030660103140259
frozenset({'bottled beer'}),frozenset({'fruit/vegetable juice'}),0.04531176903027468,0.03401724253157789,0.001670787943594199,0.03687315634218289,1.083954888699573,0.0001294065069565053,1.0029652520116237
frozenset({'fruit/vegetable juice'}),frozenset({'bottled beer'}),0.03401724253157789,0.04531176903027468,0.001670787943594199,0.049115913555992145,1.083954888699573,0.0001294065069565053,1.0040006395941945
frozenset({'hamburger meat'}),frozenset({'bottled beer'}),0.021853906302212123,0.04531176903027468,0.0010693042839002875,0.0489296636085627,1.0798444787240762,7.906512912518766e-05,1.0038040242028945
frozenset({'bottled beer'}),frozenset({'hamburger meat'}),0.04531176903027468,0.021853906302212123,0.0010693042839002875,0.02359882005899705,1.079844478724076,7.906512912518766e-05,1.001787086898943
frozenset({'bottled beer'}),frozenset({'margarine'}),0.04531176903027468,0.03221279155249616,0.0010693042839002875,0.02359882005899705,0.7325915861883254,-0.00039031428674680176,0.9911778358420055
frozenset({'margarine'}),frozenset({'bottled beer'}),0.03221279155249616,0.04531176903027468,0.0010693042839002875,0.03319502074688797,0.7325915861883254,-0.00039031428674680176,0.9874672260244798
frozenset({'bottled beer'}),frozenset({'newspapers'}),0.04531176903027468,0.038895943326872955,0.0017376194613379669,0.0383480825958702,0.9859147077010408,-2.4824538903954127e-05,0.9994302920619327
frozenset({'newspapers'}),frozenset({'bottled beer'}),0.038895943326872955,0.04531176903027468,0.0017376194613379669,0.04467353951890034,0.9859147077010408,-2.4824538903954127e-05,0.9993319252237053
frozenset({'other vegetables'}),frozenset({'bottled beer'}),0.12210118291786407,0.04531176903027468,0.004678206242063757,0.038314176245210725,0.8455678748629617,-0.0008544143566338201,0.9927236186577622
frozenset({'bottled beer'}),frozenset({'other vegetables'}),0.04531176903027468,0.12210118291786407,0.004678206242063757,0.10324483775811208,0.8455678748629617,-0.0008544143566338201,0.9789726940488293
frozenset({'pastry'}),frozenset({'bottled beer'}),0.0517275947336764,0.04531176903027468,0.0020717770500568067,0.040051679586563305,0.8839133947695379,-0.00027209177500719115,0.9945204451824595
frozenset({'bottled beer'}),frozenset({'pastry'}),0.04531176903027468,0.0517275947336764,0.0020717770500568067,0.04572271386430678,0.8839133947695379,-0.00027209177500719115,0.9937074045912944
frozenset({'bottled beer'}),frozenset({'pip fruit'}),0.04531176903027468,0.049054334023925686,0.0015371249081066632,0.03392330383480826,0.6915454976569972,-0.0006856137451194022,0.9843376511935548
frozenset({'pip fruit'}),frozenset({'bottled beer'}),0.049054334023925686,0.04531176903027468,0.0015371249081066632,0.031335149863760216,0.6915454976569971,-0.0006856137451194022,0.9855712539124871
frozenset({'pork'}),frozenset({'bottled beer'}),0.037091492347791216,0.04531176903027468,0.0010693042839002875,0.028828828828828833,0.6362326928698611,-0.0006113768503510288,0.983027770293502
frozenset({'bottled beer'}),frozenset({'pork'}),0.04531176903027468,0.037091492347791216,0.0010693042839002875,0.02359882005899705,0.6362326928698611,-0.0006113768503510288,0.986181220828093
frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.04531176903027468,0.11000467820624206,0.004009891064626078,0.08849557522123894,0.8044710158173743,-0.0009746155065048535,0.9764026345892685
frozenset({'rolls/buns'}),frozenset({'bottled beer'}),0.11000467820624206,0.04531176903027468,0.004009891064626078,0.03645200486026732,0.8044710158173745,-0.0009746155065048535,0.9908050619017452
frozenset({'bottled beer'}),frozenset({'root vegetables'}),0.04531176903027468,0.06957160997126245,0.0024727661565194146,0.05457227138643068,0.7844043196495314,-0.0006796465655627844,0.9841348649601936
frozenset({'root vegetables'}),frozenset({'bottled beer'}),0.06957160997126245,0.04531176903027468,0.0024727661565194146,0.03554274735830931,0.7844043196495313,-0.0006796465655627844,0.9898709645811594
frozenset({'sausage'}),frozenset({'bottled beer'}),0.06034886052262247,0.04531176903027468,0.003341575887188398,0.05537098560354374,1.2220000849348451,0.0006070622579470671,1.0106488541215264
frozenset({'bottled beer'}),frozenset({'sausage'}),0.04531176903027468,0.06034886052262247,0.003341575887188398,0.07374631268436578,1.2220000849348451,0.0006070622579470671,1.0144641282892708
frozenset({'shopping bags'}),frozenset({'bottled beer'}),0.04758404063356279,0.04531176903027468,0.0014702933903628951,0.03089887640449438,0.6819172384077424,-0.0006858236683523072,0.9851275658702093
frozenset({'bottled beer'}),frozenset({'shopping bags'}),0.04531176903027468,0.04758404063356279,0.0014702933903628951,0.032448377581120944,0.6819172384077425,-0.0006858236683523072,0.9843567384915312
frozenset({'bottled beer'}),frozenset({'soda'}),0.04531176903027468,0.09710619528169484,0.0029405867807257902,0.06489675516224189,0.6683070526446149,-0.0014594667112871151,0.9655552044148438
frozenset({'soda'}),frozenset({'bottled beer'}),0.09710619528169484,0.04531176903027468,0.0029405867807257902,0.03028217481073641,0.6683070526446149,-0.0014594667112871151,0.9845010643002206
frozenset({'tropical fruit'}),frozenset({'bottled beer'}),0.0677671589921807,0.04531176903027468,0.0025395976742631824,0.037475345167652864,0.82705544209969,-0.0005310521818284119,0.9918584694705957
frozenset({'bottled beer'}),frozenset({'tropical fruit'}),0.04531176903027468,0.0677671589921807,0.0025395976742631824,0.056047197640117986,0.8270554420996898,-0.0005310521818284119,0.9875841659426586
frozenset({'bottled beer'}),frozenset({'whipped/sour cream'}),0.04531176903027468,0.043707812604424245,0.0012029673193878234,0.02654867256637168,0.6074125192822928,-0.0007775109901623763,0.9823728834154551
frozenset({'whipped/sour cream'}),frozenset({'bottled beer'}),0.043707812604424245,0.04531176903027468,0.0012029673193878234,0.027522935779816515,0.6074125192822928,-0.0007775109901623763,0.9817077092047176
frozenset({'bottled beer'}),frozenset({'whole milk'}),0.04531176903027468,0.15792287642852368,0.007150972398583172,0.15781710914454278,0.9993302598941151,-4.792502742702494e-06,0.9998744129272522
frozenset({'whole milk'}),frozenset({'bottled beer'}),0.15792287642852368,0.04531176903027468,0.007150972398583172,0.04528142192128651,0.9993302598941151,-4.792502742702494e-06,0.999968213555612
frozenset({'bottled beer'}),frozenset({'yogurt'}),0.04531176903027468,0.08587850030074183,0.003408407404932166,0.07522123893805309,0.8759030336420921,-0.0004828993653614227,0.988475880057571
frozenset({'yogurt'}),frozenset({'bottled beer'}),0.08587850030074183,0.04531176903027468,0.003408407404932166,0.03968871595330739,0.8759030336420921,-0.0004828993653614227,0.9941445516986199
